요리명,탄수화물(g/100g),단백질(g/100g),지방(g/100g),코멘트
프렌치토스트,28.6,8.8,7.5,"""프렌치토스트,""흰 밀가루 빵과 설탕, 시럽의 첨가당으로 인해 당분 함량이 매우 높고, 버터로 인한 포화지방도 많습니다. 다이어트 중이라면 통밀빵으로 대체하고, 설탕 대신 계피, 바닐라 등의 향신료로 맛을 내세요. 메이플 시럽 대신 저당 그릭 요거트나 신선한 과일을 곁들이면 좋습니다. 근비대를 위해서는 계란 함량을 높이는 것이 좋습니다."""
와플,33.4,8.2,10.5,"""와플,""버터, 설탕이 많이 들어가는 반죽과 시럽, 휘핑크림 등 토핑으로 인해 당분과 포화지방 함량이 매우 높습니다. 다이어트 중이라면 오트밀, 단백질 파우더를 활용한 건강한 와플 레시피를 시도하고, 토핑은 신선한 과일과 그릭 요거트로 대체하세요. 근비대를 위해서는 단백질(계란, 프로틴 파우더)을 반죽에 추가하고, 시럽 대신 저당 땅콩버터를 사용하는 것이 좋습니다."""
팬케이크,34.2,7.8,8.1,"""팬케이크,""와플과 유사하게 설탕, 밀가루, 버터로 인한 당분과 포화지방이 높습니다. 다이어트 중이라면 통밀가루나 오트밀, 바나나로 반죽을 만들고, 시럽 대신 신선한 과일과 무가당 요거트를 곁들이세요. 근비대를 위해서는 반죽에 계란이나 프로틴 파우더를 추가하는 것이 좋습니다. 코코넛 오일이나 버터는 적은 양만 사용하세요."""
치킨마요덮밥,20.4,12.2,9.2,"""치킨마요덮밥, ""고단백 식품인 치킨과 정제된 탄수화물인 흰 쌀밥의 조합입니다. 마요네즈는 포화지방과 칼로리가 매우 높아 다이어트에 큰 걸림돌이 됩니다. 다이어트 중이라면 현미밥으로 대체하고, 마요네즈 대신 요거트나 저지방 소스를 활용하세요. 치킨은 튀김보다 구운 형태가 더 건강하며, 야채를 풍성하게 추가하면 포만감은 유지하면서 칼로리를 낮출 수 있습니다. 간식보다는 운동 후 식사로 적합합니다."""
스테이크덮밥,17.5,18.6,9.3,"""스테이크덮밥,""소고기의 양질의 단백질은 근비대에 좋지만, 버터나 기름진 부위 사용 시 포화지방 함량이 높아집니다. 흰쌀밥의 당지수도 높고, 간장 소스의 나트륨도 고려해야 합니다. 다이어트 중이라면 지방이 적은 부위를 선택하고 현미로 대체하세요. 근비대를 위해서는 살코기 위주로 충분한 양을 섭취하되, 소스는 저당, 저염 버전을 사용하는 것이 좋습니다."""
규동,21.2,13.5,7.8,"""규동,""설탕과 미림이 들어간 간장 소스로 인해 당분 함량이 높고, 소고기 지방과 쌀밥의 당지수도 고려해야 합니다. 다이어트 중이라면 지방이 적은 부위를 선택하고, 소스에 설탕 대신 자연 감미료를 사용하세요. 현미로 대체하는 것도 좋습니다. 근비대를 위해서는 단백질 함량이 좋지만, 소스의 당분을 줄이고 채소를 추가하는 것이 좋습니다."""
가츠동,23.4,13.2,10.1,"""가츠동,""튀긴 돈까스의 트랜스지방과 포화지방, 달걀 소스의 설탕과 기름, 흰쌀밥의 당지수로 인해 다이어트에 매우 불리합니다. 다이어트 중이라면 에어프라이어나 오븐에서 구운 돈까스로 대체하고, 소스의 설탕과 기름을 줄이세요. 근비대에는 단백질 함량이 좋지만, 소화에 부담을 주는 기름과 첨가당을 줄이는 것이 좋습니다. 현미 사용과 채소 추가를 권장합니다."""
텐동,25,10.5,8.2,"""텐동,""튀긴 튀김의 트랜스지방과 밀가루 반죽의 정제된 탄수화물, 소스의 설탕 등으로 인해 다이어트에 불리합니다. 다이어트 중이라면 에어프라이어를 활용한 저지방 조리법으로 전환하고, 설탕이 적은 소스를 사용하세요. 현미로 대체하는 것도 좋습니다. 근비대를 위해서는 새우 등 단백질 함량이 높은 재료 위주로 선택하되, 소화에 부담을 주는 기름을 줄이는 것이 좋습니다."""
오야코동,20.4,12.8,5.5,"""오야코동,""닭고기의 양질의 단백질은 근비대에 좋지만, 달걀 소스의 설탕과 기름, 흰쌀밥의 당지수는 다이어트에 불리할 수 있습니다. 다이어트 중이라면 껍질을 제거한 닭가슴살을 사용하고, 소스의 설탕을 줄이세요. 현미로 대체하는 것도 좋습니다. 근비대를 위해서는 단백질 함량이 좋은 편이나, 소스의 당분을 줄이고 채소를 추가하는 것이 좋습니다."""
김치돈부리,18.2,14.4,6.8,"""김치돈부리,""김치의 프로바이오틱스와 돼지고기의 단백질은 좋지만, 볶음 과정에서 추가되는 기름과 설탕, 흰쌀밥의 당지수는 다이어트에 불리할 수 있습니다. 다이어트 중이라면 기름기가 적은 돼지고기 부위를 선택하고, 현미로 대체하세요. 김치는 발효 과정에서 프로바이오틱스가 풍부해 장 건강에 도움이 됩니다. 근비대를 위해서는 단백질 함량을 높이기 위해 계란이나 두부를 추가하는 것이 좋습니다."""
참치마요덮밥,22.5,11.8,10.1,"""참치마요덮밥,""참치의 양질의 단백질과 오메가-3 지방산은 건강에 좋지만, 통조림 참치에 포함된 기름과 마요네즈의 포화지방, 흰쌀밥의 당지수는 다이어트에 불리합니다. 다이어트 중이라면 물에 담가 기름기를 제거한 참치를 사용하고, 마요네즈는 저지방 그릭 요거트로, 흰쌀밥은 현미로 대체하세요. 근비대에는 단백질 함량이 좋은 편이지만, 불필요한 지방을 줄이는 것이 좋습니다."""
차슈덮밥,15.4,17.5,9.8,"""차슈덮밥,""돼지고기 차슈의 단백질은 근비대에 좋지만, 기름진 부위와 달콤한 소스로 인한 포화지방과 당분 함량이 높습니다. 흰쌀밥의 당지수도 고려해야 합니다. 다이어트 중이라면 기름기가 적은 부위를 선택하고, 소스의 설탕을 줄이세요. 현미로 대체하는 것도 좋습니다. 근비대에는 단백질 함량이 좋은 편이나, 소화에 부담을 주는 과도한 지방과 당분을 조절하는 것이 중요합니다."""
불닭볶음면,31.5,8.2,14.5,"""불닭볶음면,""매운맛이 대사를 촉진하는 장점이 있지만, 정제된 밀가루 면과 달콤매운 소스의 첨가당, 기름으로 인한 지방 함량이 높아 다이어트에 불리합니다. 다이어트 중이라면 1/2~2/3 정도만 먹고 삶은 계란, 두부 등 단백질과 채소를 추가하세요. 근비대에는 단백질 함량이 낮고 소화에 부담을 주는 지방과 매운맛으로 인해 효율적이지 않습니다. 불가피하게 섭취할 경우 단백질 보충이 필요합니다."""
마라탕,6.4,10.1,11.2,"""마라탕,""다양한 재료(고기, 해산물, 두부, 채소)를 선택할 수 있어 영양 균형을 맞출 수 있는 장점이 있습니다. 마라 향신료인 화자오는 대사를 촉진하지만, 라유(고추기름)의 지방과 소스의 나트륨, 설탕 함량이 높을 수 있습니다. 다이어트 중이라면 고기보다 해산물, 두부, 버섯 등 저지방 재료를 선택하고, 국물은 적게 섭취하세요. 근비대에 도움이 되는 단백질 재료(소고기, 닭가슴살, 새우 등)를 충분히 선택하는 것이 좋습니다."""
마라샹궈,4.8,11,12.3,"""마라샹궈,""마라탕과 유사하지만 볶음 요리라 기름 함량이 더 높을 수 있습니다. 향신료의 대사 촉진 효과는 있으나, 기름에 볶는 조리법으로 인한 지방과 나트륨, 설탕 함량이 높습니다. 다이어트 중이라면 기름을 최소화하고 저지방 재료(버섯, 두부, 해산물)를 주로 선택하세요. 근비대를 위해서는 단백질이 풍부한 재료(소고기, 닭가슴살)를 선택하되, 소화에 부담을 주는 과도한 기름과 매운맛을 조절하세요."""
양꼬치,2.5,22,14.5,"""양꼬치,""양고기의 양질의 단백질은 근비대에 좋지만, 지방 함량이 높고 특유의 포화지방인 양지방은 소화에 부담을 줄 수 있습니다. 향신료(쿠민, 고춧가루)는 대사를 촉진하지만, 소금과 기름의 사용으로 나트륨과 지방 함량이 높습니다. 다이어트 중이라면 기름기가 적은 살코기 부분을 선택하고, 양념은 최소화하세요. 채소 꼬치를 함께 섭취하면 영양 균형을 맞출 수 있습니다."""
닭발,3.1,17,8.1,"""닭발,""콜라겐이 풍부하고 지방이 적은 편이지만, 매운 양념소스에 설탕이 포함되어 있어 당분 함량이 높을 수 있습니다. 고춧가루의 캡사이신은 대사를 촉진하는 장점이 있습니다. 다이어트 중이라면 소스의 양을 줄이고, 기름에 튀기지 않은 조리법을 선택하세요. 근비대에는 단백질 함량이 중간 수준이고 뼈와 연골이 많아 효율적인 단백질 공급원으로는 부족할 수 있습니다."""
새우볶음밥,27.5,9.5,7.2,"""새우볶음밥,""새우의 양질의 단백질과 낮은 지방 함량은 다이어트와 근비대 모두에 좋지만, 흰쌀밥의 당지수와 볶음 과정에서 추가되는 기름, 간장 양념의 나트륨은 고려해야 합니다. 다이어트 중이라면 현미로 대체하고 기름 사용을 최소화하세요. 새우의 양을 늘리고 계란과 다양한 채소를 추가하면 영양 균형을 맞출 수 있습니다. 근비대를 위해서는 새우와 계란 등 단백질 함량을 더 높이는 것이 좋습니다."""
새우리조또,26.4,9.2,8.5,"""새우리조또,""새우의 고단백 저지방 특성은 좋지만, 버터와 치즈로 인한 포화지방과 흰쌀의 당지수는 다이어트에 불리합니다. 다이어트 중이라면 버터는 올리브 오일로, 생크림은 저지방 우유로, 흰쌀은 현미나 퀴노아로 대체하세요. 근비대를 위해서는 새우의 양을 충분히 늘리고, 소화에 부담을 주는 과도한 치즈와 버터는 조절하는 것이 좋습니다."""
오징어덮밥,10.5,16.4,5.5,"""오징어덮밥,""오징어의 저지방 고단백 특성은 다이어트와 근비대 모두에 좋습니다. 타우린 함량이 높아 지방 대사를 촉진하는 장점도 있습니다. 다만 양념(고추장, 간장)의 당분과 나트륨, 흰쌀밥의 당지수는 고려해야 합니다. 다이어트 중이라면 현미로 대체하고 양념의 설탕을 줄이세요. 근비대를 위해서는 오징어 양을 충분히 늘리고, 채소를 다양하게 섭취하여 비타민과 미네랄 균형을 맞추는 것이 좋습니다."""
연어덮밥,9.2,16.8,8.4,"""연어덮밥,""연어의 양질의 단백질과 오메가-3 지방산은 건강에 매우 좋지만, 흰쌀밥의 당지수와 간장 소스의 나트륨, 설탕은 고려해야 합니다. 다이어트 중이라면 현미로 대체하고, 소스의 설탕을 줄이세요. 근비대를 위해서는 연어의 양을 충분히 늘리고, 아보카도를 추가하면 건강한 지방 섭취를 늘릴 수 있습니다. 연어의 오메가-3는 염증 완화와 근육 회복에 도움이 됩니다."""
돈카츠,18,16,14,"""돈카츠,""튀긴 돈까스의 트랜스지방과 포화지방, 빵가루의 정제된 탄수화물, 소스의 설탕으로 인해 다이어트에 매우 불리합니다. 다이어트 중이라면 에어프라이어나 오븐에서 구운 방식으로 조리하고, 통밀빵가루를 사용하세요. 소스는 저당 버전이나 토마토 기반 소스로 대체하는 것이 좋습니다. 근비대에는 단백질 함량이 좋지만, 소화에 부담을 주는 기름과 첨가물을 줄이는 것이 중요합니다."""
치킨까스,14.5,18.2,16.5,"""치킨까스,""돈카츠와 유사하게 튀김으로 인한 트랜스지방과 포화지방, 빵가루, 소스의 문제가 있지만, 닭고기는 돼지고기보다 지방 함량이 낮은 장점이 있습니다. 다이어트 중이라면 껍질을 제거한 닭가슴살을 사용하고, 에어프라이어나 오븐 조리법을 선택하세요. 근비대에는 닭고기의 단백질이 효율적이지만, 튀김옷과 소스로 인한 불필요한 탄수화물과 당분을 줄이는 것이 좋습니다."""
고구마튀김,26.2,3,9.8,"""고구마튀김,""고구마의 복합 탄수화물과 식이섬유, 비타민A는 건강에 좋지만, 튀김으로 인한 트랜스지방과 포화지방이 추가됩니다. 다이어트 중이라면 튀김 대신 구운 고구마로 대체하고, 버터나 설탕 토핑을 피하세요. 근비대에는 운동 전 에너지원으로 적합할 수 있으나, 단백질 함량이 낮아 추가 단백질 섭취가 필요합니다. 튀김보다는 찐 고구마나 구운 고구마가 건강한 선택입니다."""
새우튀김,13,12,9,"""새우튀김,""새우의 양질의 단백질은 좋지만, 튀김옷(밀가루, 빵가루)의 정제된 탄수화물과 기름으로 인한 트랜스지방이 추가됩니다. 다이어트 중이라면 튀김 대신 구운 새우나 삶은 새우로 대체하고, 불가피하게 섭취할 경우 튀김옷을 최대한 제거하세요. 근비대에는 새우의 단백질이 좋지만, 튀김옷과 기름으로 인한 불필요한 지방과 탄수화물을 줄이는 것이 중요합니다."""
감자튀김,35,4,15,"""감자튀김,""감자의 복합 탄수화물은 에너지원으로 좋지만, 튀김으로 인한 트랜스지방과 포화지방, 소금의 나트륨, 케첩의 설탕 등이 더해져 다이어트에 매우 불리합니다. 다이어트 중이라면 튀김 대신 오븐에서 구운 감자로 대체하고, 소금과 소스를 최소화하세요. 근비대에는 단백질 함량이 매우 낮아 효율적이지 않으니, 단백질 식품과 함께 섭취하는 것이 좋습니다."""
